Date,High,Low,Profit
2022-04-14,194.6999969482422,188.8000030517578,3.0302999429695894
2022-04-19,196.5,192.3000030517578,2.137403027095261
2022-04-20,197.0,192.6999969482422,2.18274266586691
2022-04-21,196.8000030517578,190.8000030517578,3.0487804405277465
2022-04-22,192.8000030517578,188.8000030517578,2.0746887638410394
2022-04-25,193.39999389648438,186.89999389648438,3.3609101370908356
2022-04-26,192.3000030517578,187.89999389648438,2.2880962482819975
